state,year,variable_label,num_houses
Alaska,2005,Vacant,40994.0
Alaska,2006,Vacant,46712.0
Alaska,2007,Vacant,45850.0
Alaska,2008,Vacant,45796.0
Alaska,2009,Vacant,47298.0
Alaska,2010,Vacant,52455.0
Alaska,2011,Vacant,53852.0
Alaska,2012,Vacant,55977.0
Alaska,2013,Vacant,61402.0
Alaska,2014,Vacant,58912.0
Alaska,2015,Vacant,59268.0
Alaska,2016,Vacant,62204.0
Alaska,2017,Vacant,66227.0
Alaska,2018,Vacant,63801.0
Alaska,2019,Vacant,67668.0
Arizona,2005,Vacant,340793.0
Arizona,2006,Vacant,380103.0
Arizona,2007,Vacant,416004.0
Arizona,2008,Vacant,448870.0
Arizona,2009,Vacant,476194.0
Arizona,2010,Vacant,512688.0
Arizona,2011,Vacant,508305.0
Arizona,2012,Vacant,479318.0
Arizona,2013,Vacant,491550.0
Arizona,2014,Vacant,480593.0
Arizona,2015,Vacant,466165.0
Arizona,2016,Vacant,442084.0
Arizona,2017,Vacant,446213.0
Arizona,2018,Vacant,421604.0
Arizona,2019,Vacant,405607.0
Arkansas,2005,Vacant,161574.0
Arkansas,2006,Vacant,170005.0
Arkansas,2007,Vacant,184738.0
Arkansas,2008,Vacant,184135.0
Arkansas,2009,Vacant,184896.0
Arkansas,2010,Vacant,202916.0
Arkansas,2011,Vacant,196850.0
Arkansas,2012,Vacant,184366.0
Arkansas,2013,Vacant,203878.0
Arkansas,2014,Vacant,209793.0
Arkansas,2015,Vacant,202935.0
Arkansas,2016,Vacant,212083.0
Arkansas,2017,Vacant,217027.0
Arkansas,2018,Vacant,224174.0
Arkansas,2019,Vacant,225512.0
California,2005,Vacant,891360.0
California,2006,Vacant,1023554.0
California,2007,Vacant,1108033.0
California,2008,Vacant,1217383.0
California,2009,Vacant,1219646.0
California,2010,Vacant,1276501.0
California,2011,Vacant,1252444.0
California,2012,Vacant,1155539.0
California,2013,Vacant,1140670.0
California,2014,Vacant,1142946.0
California,2015,Vacant,1092042.0
California,2016,Vacant,1117197.0
California,2017,Vacant,1172173.0
California,2018,Vacant,1205745.0
California,2019,Vacant,1209139.0
Colorado,2005,Vacant,234141.0
Colorado,2006,Vacant,248247.0
Colorado,2007,Vacant,267393.0
Colorado,2008,Vacant,254289.0
Colorado,2009,Vacant,257756.0
Colorado,2010,Vacant,253677.0
Colorado,2011,Vacant,249273.0
Colorado,2012,Vacant,234448.0
Colorado,2013,Vacant,244491.0
Colorado,2014,Vacant,236688.0
Colorado,2015,Vacant,234387.0
Colorado,2016,Vacant,230148.0
Colorado,2017,Vacant,246288.0
Colorado,2018,Vacant,247371.0
Colorado,2019,Vacant,229006.0
Connecticut,2005,Vacant,99505.0
Connecticut,2006,Vacant,106807.0
Connecticut,2007,Vacant,117834.0
Connecticut,2008,Vacant,113887.0
Connecticut,2009,Vacant,119511.0
Connecticut,2010,Vacant,129406.0
Connecticut,2011,Vacant,142399.0
Connecticut,2012,Vacant,130190.0
Connecticut,2013,Vacant,148212.0
Connecticut,2014,Vacant,137815.0
Connecticut,2015,Vacant,152353.0
Connecticut,2016,Vacant,141876.0
Connecticut,2017,Vacant,160733.0
Connecticut,2018,Vacant,143032.0
Connecticut,2019,Vacant,147793.0
Delaware,2005,Vacant,57232.0
Delaware,2006,Vacant,62756.0
Delaware,2007,Vacant,60142.0
Delaware,2008,Vacant,64313.0
Delaware,2009,Vacant,69018.0
Delaware,2010,Vacant,77724.0
Delaware,2011,Vacant,76587.0
Delaware,2012,Vacant,70000.0
Delaware,2013,Vacant,72944.0
Delaware,2014,Vacant,67670.0
Delaware,2015,Vacant,69139.0
Delaware,2016,Vacant,75069.0
Delaware,2017,Vacant,74916.0
Delaware,2018,Vacant,70988.0
Delaware,2019,Vacant,67525.0
District of Columbia,2005,Vacant,29562.0
District of Columbia,2006,Vacant,32444.0
District of Columbia,2007,Vacant,33196.0
District of Columbia,2008,Vacant,35367.0
District of Columbia,2009,Vacant,35884.0
District of Columbia,2010,Vacant,44448.0
District of Columbia,2011,Vacant,30238.0
District of Columbia,2012,Vacant,33585.0
District of Columbia,2013,Vacant,31324.0
District of Columbia,2014,Vacant,28806.0
District of Columbia,2015,Vacant,27809.0
District of Columbia,2016,Vacant,32462.0
District of Columbia,2017,Vacant,33368.0
District of Columbia,2018,Vacant,32103.0
District of Columbia,2019,Vacant,31244.0
Florida,2005,Vacant,1208047.0
Florida,2006,Vacant,1425818.0
Florida,2007,Vacant,1627641.0
Florida,2008,Vacant,1740928.0
Florida,2009,Vacant,1860525.0
Florida,2010,Vacant,1959023.0
Florida,2011,Vacant,1920988.0
Florida,2012,Vacant,1833587.0
Florida,2013,Vacant,1836389.0
Florida,2014,Vacant,1816604.0
Florida,2015,Vacant,1747103.0
Florida,2016,Vacant,1728684.0
Florida,2017,Vacant,1751621.0
Florida,2018,Vacant,1738404.0
Florida,2019,Vacant,1768221.0
Georgia,2005,Vacant,451188.0
Georgia,2006,Vacant,496642.0
Georgia,2007,Vacant,544528.0
Georgia,2008,Vacant,556336.0
Georgia,2009,Vacant,594256.0
Georgia,2010,Vacant,609062.0
Georgia,2011,Vacant,608576.0
Georgia,2012,Vacant,574646.0
Georgia,2013,Vacant,563197.0
Georgia,2014,Vacant,563866.0
Georgia,2015,Vacant,525821.0
Georgia,2016,Vacant,532968.0
Georgia,2017,Vacant,537180.0
Georgia,2018,Vacant,523254.0
Georgia,2019,Vacant,525636.0
Hawaii,2005,Vacant,61064.0
Hawaii,2006,Vacant,67389.0
Hawaii,2007,Vacant,67066.0
Hawaii,2008,Vacant,75737.0
Hawaii,2009,Vacant,69527.0
Hawaii,2010,Vacant,74180.0
Hawaii,2011,Vacant,73751.0
Hawaii,2012,Vacant,76639.0
Hawaii,2013,Vacant,76185.0
Hawaii,2014,Vacant,79349.0
Hawaii,2015,Vacant,86477.0
Hawaii,2016,Vacant,81302.0
Hawaii,2017,Vacant,84877.0
Hawaii,2018,Vacant,90952.0
Hawaii,2019,Vacant,85029.0
Idaho,2005,Vacant,63437.0
Idaho,2006,Vacant,67148.0
Idaho,2007,Vacant,70455.0
Idaho,2008,Vacant,75539.0
Idaho,2009,Vacant,89071.0
Idaho,2010,Vacant,91925.0
Idaho,2011,Vacant,94201.0
Idaho,2012,Vacant,89942.0
Idaho,2013,Vacant,87703.0
Idaho,2014,Vacant,93511.0
Idaho,2015,Vacant,95061.0
Idaho,2016,Vacant,89957.0
Idaho,2017,Vacant,96683.0
Idaho,2018,Vacant,95433.0
Idaho,2019,Vacant,95254.0
Illinois,2005,Vacant,453603.0
Illinois,2006,Vacant,475491.0
Illinois,2007,Vacant,486537.0
Illinois,2008,Vacant,509830.0
Illinois,2009,Vacant,533426.0
Illinois,2010,Vacant,544220.0
Illinois,2011,Vacant,559001.0
Illinois,2012,Vacant,519955.0
Illinois,2013,Vacant,506232.0
Illinois,2014,Vacant,535087.0
Illinois,2015,Vacant,523095.0
Illinois,2016,Vacant,505119.0
Illinois,2017,Vacant,550744.0
Illinois,2018,Vacant,511312.0
Illinois,2019,Vacant,522204.0
Indiana,2005,Vacant,281419.0
Indiana,2006,Vacant,321309.0
Indiana,2007,Vacant,315675.0
Indiana,2008,Vacant,314493.0
Indiana,2009,Vacant,331939.0
Indiana,2010,Vacant,326267.0
Indiana,2011,Vacant,333688.0
Indiana,2012,Vacant,328353.0
Indiana,2013,Vacant,311245.0
Indiana,2014,Vacant,326891.0
Indiana,2015,Vacant,326307.0
Indiana,2016,Vacant,321325.0
Indiana,2017,Vacant,328043.0
Indiana,2018,Vacant,304407.0
Indiana,2019,Vacant,323350.0
Iowa,2005,Vacant,106110.0
Iowa,2006,Vacant,111215.0
Iowa,2007,Vacant,115035.0
Iowa,2008,Vacant,113389.0
Iowa,2009,Vacant,115248.0
Iowa,2010,Vacant,114124.0
Iowa,2011,Vacant,123823.0
Iowa,2012,Vacant,118663.0
Iowa,2013,Vacant,113398.0
Iowa,2014,Vacant,120563.0
Iowa,2015,Vacant,122130.0
Iowa,2016,Vacant,132155.0
Iowa,2017,Vacant,140234.0
Iowa,2018,Vacant,141695.0
Iowa,2019,Vacant,131379.0
Kansas,2005,Vacant,124273.0
Kansas,2006,Vacant,119103.0
Kansas,2007,Vacant,130265.0
Kansas,2008,Vacant,115600.0
Kansas,2009,Vacant,127019.0
Kansas,2010,Vacant,132379.0
Kansas,2011,Vacant,136037.0
Kansas,2012,Vacant,124792.0
Kansas,2013,Vacant,126026.0
Kansas,2014,Vacant,139581.0
Kansas,2015,Vacant,142307.0
Kansas,2016,Vacant,149463.0
Kansas,2017,Vacant,144793.0
Kansas,2018,Vacant,147145.0
Kansas,2019,Vacant,150101.0
Kentucky,2005,Vacant,211618.0
Kentucky,2006,Vacant,236425.0
Kentucky,2007,Vacant,250431.0
Kentucky,2008,Vacant,234256.0
Kentucky,2009,Vacant,240798.0
Kentucky,2010,Vacant,244269.0
Kentucky,2011,Vacant,260597.0
Kentucky,2012,Vacant,230317.0
Kentucky,2013,Vacant,231011.0
Kentucky,2014,Vacant,238410.0
Kentucky,2015,Vacant,240965.0
Kentucky,2016,Vacant,247871.0
Kentucky,2017,Vacant,259201.0
Kentucky,2018,Vacant,262474.0
Kentucky,2019,Vacant,257603.0
Louisiana,2005,Vacant,263800.0
Louisiana,2006,Vacant,264955.0
Louisiana,2007,Vacant,261475.0
Louisiana,2008,Vacant,257981.0
Louisiana,2009,Vacant,275310.0
Louisiana,2010,Vacant,278125.0
Louisiana,2011,Vacant,276944.0
Louisiana,2012,Vacant,267586.0
Louisiana,2013,Vacant,262818.0
Louisiana,2014,Vacant,292843.0
Louisiana,2015,Vacant,286829.0
Louisiana,2016,Vacant,316266.0
Louisiana,2017,Vacant,324459.0
Louisiana,2018,Vacant,338916.0
Louisiana,2019,Vacant,348748.0
Maine,2005,Vacant,141641.0
Maine,2006,Vacant,142917.0
Maine,2007,Vacant,152729.0
Maine,2008,Vacant,158187.0
Maine,2009,Vacant,159719.0
Maine,2010,Vacant,176800.0
Maine,2011,Vacant,173599.0
Maine,2012,Vacant,169644.0
Maine,2013,Vacant,175454.0
Maine,2014,Vacant,177852.0
Maine,2015,Vacant,184166.0
Maine,2016,Vacant,199126.0
Maine,2017,Vacant,201685.0
Maine,2018,Vacant,176285.0
Maine,2019,Vacant,177346.0
Maryland,2005,Vacant,188146.0
Maryland,2006,Vacant,211718.0
Maryland,2007,Vacant,235972.0
Maryland,2008,Vacant,240558.0
Maryland,2009,Vacant,246210.0
Maryland,2010,Vacant,253166.0
Maryland,2011,Vacant,256991.0
Maryland,2012,Vacant,237918.0
Maryland,2013,Vacant,242497.0
Maryland,2014,Vacant,256879.0
Maryland,2015,Vacant,256531.0
Maryland,2016,Vacant,252554.0
Maryland,2017,Vacant,241780.0
Maryland,2018,Vacant,242844.0
Maryland,2019,Vacant,243540.0
Massachusetts,2005,Vacant,239982.0
Massachusetts,2006,Vacant,262723.0
Massachusetts,2007,Vacant,273190.0
Massachusetts,2008,Vacant,268322.0
Massachusetts,2009,Vacant,272983.0
Massachusetts,2010,Vacant,288308.0
Massachusetts,2011,Vacant,286961.0
Massachusetts,2012,Vacant,288000.0
Massachusetts,2013,Vacant,277320.0
Massachusetts,2014,Vacant,279256.0
Massachusetts,2015,Vacant,285854.0
Massachusetts,2016,Vacant,278689.0
Massachusetts,2017,Vacant,289636.0
Massachusetts,2018,Vacant,290749.0
Massachusetts,2019,Vacant,278138.0
Michigan,2005,Vacant,590513.0
Michigan,2006,Vacant,644385.0
Michigan,2007,Vacant,677907.0
Michigan,2008,Vacant,724767.0
Michigan,2009,Vacant,721734.0
Michigan,2010,Vacant,724610.0
Michigan,2011,Vacant,753221.0
Michigan,2012,Vacant,706013.0
Michigan,2013,Vacant,692800.0
Michigan,2014,Vacant,705514.0
Michigan,2015,Vacant,691792.0
Michigan,2016,Vacant,676011.0
Michigan,2017,Vacant,665257.0
Michigan,2018,Vacant,657086.0
Michigan,2019,Vacant,659725.0
Minnesota,2005,Vacant,231878.0
Minnesota,2006,Vacant,240540.0
Minnesota,2007,Vacant,241792.0
Minnesota,2008,Vacant,241754.0
Minnesota,2009,Vacant,245476.0
Minnesota,2010,Vacant,256694.0
Minnesota,2011,Vacant,257598.0
Minnesota,2012,Vacant,249131.0
Minnesota,2013,Vacant,248800.0
Minnesota,2014,Vacant,256066.0
Minnesota,2015,Vacant,249819.0
Minnesota,2016,Vacant,260976.0
Minnesota,2017,Vacant,275515.0
Minnesota,2018,Vacant,261185.0
Minnesota,2019,Vacant,254947.0
Mississippi,2005,Vacant,151462.0
Mississippi,2006,Vacant,165918.0
Mississippi,2007,Vacant,174897.0
Mississippi,2008,Vacant,172983.0
Mississippi,2009,Vacant,186989.0
Mississippi,2010,Vacant,196442.0
Mississippi,2011,Vacant,200769.0
Mississippi,2012,Vacant,193376.0
Mississippi,2013,Vacant,192190.0
Mississippi,2014,Vacant,198915.0
Mississippi,2015,Vacant,196561.0
Mississippi,2016,Vacant,216247.0
Mississippi,2017,Vacant,231774.0
Mississippi,2018,Vacant,224001.0
Mississippi,2019,Vacant,238818.0
Missouri,2005,Vacant,307529.0
Missouri,2006,Vacant,317968.0
Missouri,2007,Vacant,337753.0
Missouri,2008,Vacant,334022.0
Missouri,2009,Vacant,342331.0
Missouri,2010,Vacant,363389.0
Missouri,2011,Vacant,382375.0
Missouri,2012,Vacant,360952.0
Missouri,2013,Vacant,356256.0
Missouri,2014,Vacant,380994.0
Missouri,2015,Vacant,372464.0
Missouri,2016,Vacant,388036.0
Missouri,2017,Vacant,407310.0
Missouri,2018,Vacant,371490.0
Missouri,2019,Vacant,360997.0
Montana,2005,Vacant,60089.0
Montana,2006,Vacant,59890.0
Montana,2007,Vacant,63632.0
Montana,2008,Vacant,62739.0
Montana,2009,Vacant,66031.0
Montana,2010,Vacant,80259.0
Montana,2011,Vacant,84933.0
Montana,2012,Vacant,77223.0
Montana,2013,Vacant,79479.0
Montana,2014,Vacant,80553.0
Montana,2015,Vacant,79418.0
Montana,2016,Vacant,81624.0
Montana,2017,Vacant,87317.0
Montana,2018,Vacant,83740.0
Montana,2019,Vacant,82287.0
Nebraska,2005,Vacant,71359.0
Nebraska,2006,Vacant,73683.0
Nebraska,2007,Vacant,80864.0
Nebraska,2008,Vacant,81698.0
Nebraska,2009,Vacant,78174.0
Nebraska,2010,Vacant,78373.0
Nebraska,2011,Vacant,77382.0
Nebraska,2012,Vacant,70704.0
Nebraska,2013,Vacant,76309.0
Nebraska,2014,Vacant,74192.0
Nebraska,2015,Vacant,76766.0
Nebraska,2016,Vacant,79629.0
Nebraska,2017,Vacant,83050.0
Nebraska,2018,Vacant,79521.0
Nebraska,2019,Vacant,79723.0
Nevada,2005,Vacant,112708.0
Nevada,2006,Vacant,128439.0
Nevada,2007,Vacant,148342.0
Nevada,2008,Vacant,174244.0
Nevada,2009,Vacant,172330.0
Nevada,2010,Vacant,185259.0
Nevada,2011,Vacant,201565.0
Nevada,2012,Vacant,176237.0
Nevada,2013,Vacant,184365.0
Nevada,2014,Vacant,177450.0
Nevada,2015,Vacant,167799.0
Nevada,2016,Vacant,166601.0
Nevada,2017,Vacant,155120.0
Nevada,2018,Vacant,138907.0
Nevada,2019,Vacant,142124.0
New Hampshire,2005,Vacant,86270.0
New Hampshire,2006,Vacant,85337.0
New Hampshire,2007,Vacant,92621.0
New Hampshire,2008,Vacant,91802.0
New Hampshire,2009,Vacant,93745.0
New Hampshire,2010,Vacant,99565.0
New Hampshire,2011,Vacant,101248.0
New Hampshire,2012,Vacant,97868.0
New Hampshire,2013,Vacant,97250.0
New Hampshire,2014,Vacant,100109.0
New Hampshire,2015,Vacant,104989.0
New Hampshire,2016,Vacant,104694.0
New Hampshire,2017,Vacant,105989.0
New Hampshire,2018,Vacant,106900.0
New Hampshire,2019,Vacant,100902.0
New Jersey,2005,Vacant,302025.0
New Jersey,2006,Vacant,337292.0
New Jersey,2007,Vacant,348876.0
New Jersey,2008,Vacant,361911.0
New Jersey,2009,Vacant,370028.0
New Jersey,2010,Vacant,382488.0
New Jersey,2011,Vacant,395091.0
New Jersey,2012,Vacant,375964.0
New Jersey,2013,Vacant,402121.0
New Jersey,2014,Vacant,397003.0
New Jersey,2015,Vacant,405759.0
New Jersey,2016,Vacant,410169.0
New Jersey,2017,Vacant,397093.0
New Jersey,2018,Vacant,378631.0
New Jersey,2019,Vacant,355590.0
New Mexico,2005,Vacant,110848.0
New Mexico,2006,Vacant,124120.0
New Mexico,2007,Vacant,127248.0
New Mexico,2008,Vacant,130322.0
New Mexico,2009,Vacant,135962.0
New Mexico,2010,Vacant,137059.0
New Mexico,2011,Vacant,140883.0
New Mexico,2012,Vacant,141842.0
New Mexico,2013,Vacant,151627.0
New Mexico,2014,Vacant,151994.0
New Mexico,2015,Vacant,153182.0
New Mexico,2016,Vacant,159277.0
New Mexico,2017,Vacant,170271.0
New Mexico,2018,Vacant,149139.0
New Mexico,2019,Vacant,155050.0
New York,2005,Vacant,738589.0
New York,2006,Vacant,819138.0
New York,2007,Vacant,840132.0
New York,2008,Vacant,839901.0
New York,2009,Vacant,830423.0
New York,2010,Vacant,911784.0
New York,2011,Vacant,931866.0
New York,2012,Vacant,884663.0
New York,2013,Vacant,907043.0
New York,2014,Vacant,909130.0
New York,2015,Vacant,973467.0
New York,2016,Vacant,1022985.0
New York,2017,Vacant,1023289.0
New York,2018,Vacant,996832.0
New York,2019,Vacant,957393.0
North Carolina,2005,Vacant,530714.0
North Carolina,2006,Vacant,572490.0
North Carolina,2007,Vacant,583191.0
North Carolina,2008,Vacant,605272.0
North Carolina,2009,Vacant,612478.0
North Carolina,2010,Vacant,662620.0
North Carolina,2011,Vacant,679592.0
North Carolina,2012,Vacant,644075.0
North Carolina,2013,Vacant,637035.0
North Carolina,2014,Vacant,661844.0
North Carolina,2015,Vacant,647345.0
North Carolina,2016,Vacant,658274.0
North Carolina,2017,Vacant,667587.0
North Carolina,2018,Vacant,673500.0
North Carolina,2019,Vacant,701800.0
North Dakota,2005,Vacant,34021.0
North Dakota,2006,Vacant,34630.0
North Dakota,2007,Vacant,38714.0
North Dakota,2008,Vacant,38275.0
North Dakota,2009,Vacant,36611.0
North Dakota,2010,Vacant,37687.0
North Dakota,2011,Vacant,37448.0
North Dakota,2012,Vacant,38305.0
North Dakota,2013,Vacant,40995.0
North Dakota,2014,Vacant,45103.0
North Dakota,2015,Vacant,49414.0
North Dakota,2016,Vacant,53411.0
North Dakota,2017,Vacant,58285.0
North Dakota,2018,Vacant,58306.0
North Dakota,2019,Vacant,56455.0
Ohio,2005,Vacant,499270.0
Ohio,2006,Vacant,545850.0
Ohio,2007,Vacant,559259.0
Ohio,2008,Vacant,571371.0
Ohio,2009,Vacant,567910.0
Ohio,2010,Vacant,603047.0
Ohio,2011,Vacant,594973.0
Ohio,2012,Vacant,574174.0
Ohio,2013,Vacant,559381.0
Ohio,2014,Vacant,554110.0
Ohio,2015,Vacant,549891.0
Ohio,2016,Vacant,539731.0
Ohio,2017,Vacant,534509.0
Ohio,2018,Vacant,532170.0
Ohio,2019,Vacant,502603.0
Oklahoma,2005,Vacant,208154.0
Oklahoma,2006,Vacant,222116.0
Oklahoma,2007,Vacant,223168.0
Oklahoma,2008,Vacant,229280.0
Oklahoma,2009,Vacant,220165.0
Oklahoma,2010,Vacant,233246.0
Oklahoma,2011,Vacant,231993.0
Oklahoma,2012,Vacant,230979.0
Oklahoma,2013,Vacant,235081.0
Oklahoma,2014,Vacant,239797.0
Oklahoma,2015,Vacant,245564.0
Oklahoma,2016,Vacant,251730.0
Oklahoma,2017,Vacant,263710.0
Oklahoma,2018,Vacant,257763.0
Oklahoma,2019,Vacant,254369.0
Oregon,2005,Vacant,133081.0
Oregon,2006,Vacant,136938.0
Oregon,2007,Vacant,137799.0
Oregon,2008,Vacant,154147.0
Oregon,2009,Vacant,153620.0
Oregon,2010,Vacant,169339.0
Oregon,2011,Vacant,167265.0
Oregon,2012,Vacant,165574.0
Oregon,2013,Vacant,160308.0
Oregon,2014,Vacant,165100.0
Oregon,2015,Vacant,165304.0
Oregon,2016,Vacant,161209.0
Oregon,2017,Vacant,164947.0
Oregon,2018,Vacant,148773.0
Oregon,2019,Vacant,159130.0
Pennsylvania,2005,Vacant,562222.0
Pennsylvania,2006,Vacant,608044.0
Pennsylvania,2007,Vacant,604676.0
Pennsylvania,2008,Vacant,591955.0
Pennsylvania,2009,Vacant,601710.0
Pennsylvania,2010,Vacant,632790.0
Pennsylvania,2011,Vacant,642061.0
Pennsylvania,2012,Vacant,614516.0
Pennsylvania,2013,Vacant,626460.0
Pennsylvania,2014,Vacant,644740.0
Pennsylvania,2015,Vacant,647014.0
Pennsylvania,2016,Vacant,674224.0
Pennsylvania,2017,Vacant,685651.0
Pennsylvania,2018,Vacant,642205.0
Pennsylvania,2019,Vacant,613331.0
Puerto Rico,2005,Vacant,186365.0
Puerto Rico,2006,Vacant,197141.0
Puerto Rico,2007,Vacant,230037.0
Puerto Rico,2008,Vacant,245706.0
Puerto Rico,2009,Vacant,247515.0
Puerto Rico,2010,Vacant,317768.0
Puerto Rico,2011,Vacant,311808.0
Puerto Rico,2012,Vacant,319743.0
Puerto Rico,2013,Vacant,319159.0
Puerto Rico,2014,Vacant,337785.0
Puerto Rico,2015,Vacant,351681.0
Puerto Rico,2016,Vacant,347442.0
Puerto Rico,2017,Vacant,370497.0
Puerto Rico,2018,Vacant,373424.0
Puerto Rico,2019,Vacant,388523.0
Rhode Island,2005,Vacant,41721.0
Rhode Island,2006,Vacant,43947.0
Rhode Island,2007,Vacant,48339.0
Rhode Island,2008,Vacant,52663.0
Rhode Island,2009,Vacant,45837.0
Rhode Island,2010,Vacant,61121.0
Rhode Island,2011,Vacant,52482.0
Rhode Island,2012,Vacant,49535.0
Rhode Island,2013,Vacant,55292.0
Rhode Island,2014,Vacant,52976.0
Rhode Island,2015,Vacant,55071.0
Rhode Island,2016,Vacant,54359.0
Rhode Island,2017,Vacant,59518.0
Rhode Island,2018,Vacant,62580.0
Rhode Island,2019,Vacant,63003.0
South Carolina,2005,Vacant,291957.0
South Carolina,2006,Vacant,318838.0
South Carolina,2007,Vacant,319469.0
South Carolina,2008,Vacant,353879.0
South Carolina,2009,Vacant,354129.0
South Carolina,2010,Vacant,378944.0
South Carolina,2011,Vacant,388229.0
South Carolina,2012,Vacant,369428.0
South Carolina,2013,Vacant,363795.0
South Carolina,2014,Vacant,361344.0
South Carolina,2015,Vacant,352382.0
South Carolina,2016,Vacant,358375.0
South Carolina,2017,Vacant,379720.0
South Carolina,2018,Vacant,390300.0
South Carolina,2019,Vacant,375449.0
South Dakota,2005,Vacant,37600.0
South Dakota,2006,Vacant,39812.0
South Dakota,2007,Vacant,43352.0
South Dakota,2008,Vacant,41529.0
South Dakota,2009,Vacant,48053.0
South Dakota,2010,Vacant,45076.0
South Dakota,2011,Vacant,43306.0
South Dakota,2012,Vacant,44482.0
South Dakota,2013,Vacant,38801.0
South Dakota,2014,Vacant,41872.0
South Dakota,2015,Vacant,40870.0
South Dakota,2016,Vacant,49824.0
South Dakota,2017,Vacant,48390.0
South Dakota,2018,Vacant,52057.0
South Dakota,2019,Vacant,47950.0
Tennessee,2005,Vacant,271311.0
Tennessee,2006,Vacant,306197.0
Tennessee,2007,Vacant,317164.0
Tennessee,2008,Vacant,323578.0
Tennessee,2009,Vacant,333722.0
Tennessee,2010,Vacant,374424.0
Tennessee,2011,Vacant,361697.0
Tennessee,2012,Vacant,354718.0
Tennessee,2013,Vacant,350749.0
Tennessee,2014,Vacant,359754.0
Tennessee,2015,Vacant,362147.0
Tennessee,2016,Vacant,363366.0
Tennessee,2017,Vacant,370144.0
Tennessee,2018,Vacant,389272.0
Tennessee,2019,Vacant,373700.0
Texas,2005,Vacant,1047916.0
Texas,2006,Vacant,1115532.0
Texas,2007,Vacant,1189097.0
Texas,2008,Vacant,1176824.0
Texas,2009,Vacant,1196320.0
Texas,2010,Vacant,1257545.0
Texas,2011,Vacant,1248872.0
Texas,2012,Vacant,1183876.0
Texas,2013,Vacant,1145350.0
Texas,2014,Vacant,1149563.0
Texas,2015,Vacant,1166824.0
Texas,2016,Vacant,1218656.0
Texas,2017,Vacant,1309501.0
Texas,2018,Vacant,1325415.0
Texas,2019,Vacant,1298766.0
Utah,2005,Vacant,81168.0
Utah,2006,Vacant,87294.0
Utah,2007,Vacant,89975.0
Utah,2008,Vacant,90231.0
Utah,2009,Vacant,89738.0
Utah,2010,Vacant,101796.0
Utah,2011,Vacant,108872.0
Utah,2012,Vacant,101086.0
Utah,2013,Vacant,106689.0
Utah,2014,Vacant,104223.0
Utah,2015,Vacant,107085.0
Utah,2016,Vacant,111095.0
Utah,2017,Vacant,109237.0
Utah,2018,Vacant,109848.0
Utah,2019,Vacant,109688.0
Vermont,2005,Vacant,58520.0
Vermont,2006,Vacant,55758.0
Vermont,2007,Vacant,58840.0
Vermont,2008,Vacant,62632.0
Vermont,2009,Vacant,62523.0
Vermont,2010,Vacant,65776.0
Vermont,2011,Vacant,67027.0
Vermont,2012,Vacant,65532.0
Vermont,2013,Vacant,70702.0
Vermont,2014,Vacant,68545.0
Vermont,2015,Vacant,72009.0
Vermont,2016,Vacant,74688.0
Vermont,2017,Vacant,78619.0
Vermont,2018,Vacant,75760.0
Vermont,2019,Vacant,76645.0
Virginia,2005,Vacant,285020.0
Virginia,2006,Vacant,325750.0
Virginia,2007,Vacant,340972.0
Virginia,2008,Vacant,345390.0
Virginia,2009,Vacant,358992.0
Virginia,2010,Vacant,375942.0
Virginia,2011,Vacant,397151.0
Virginia,2012,Vacant,359422.0
Virginia,2013,Vacant,356714.0
Virginia,2014,Vacant,362765.0
Virginia,2015,Vacant,362057.0
Virginia,2016,Vacant,370493.0
Virginia,2017,Vacant,392037.0
Virginia,2018,Vacant,363461.0
Virginia,2019,Vacant,370411.0
Washington,2005,Vacant,201171.0
Washington,2006,Vacant,227746.0
Washington,2007,Vacant,242815.0
Washington,2008,Vacant,244102.0
Washington,2009,Vacant,255009.0
Washington,2010,Vacant,281731.0
Washington,2011,Vacant,274984.0
Washington,2012,Vacant,277958.0
Washington,2013,Vacant,283743.0
Washington,2014,Vacant,283692.0
Washington,2015,Vacant,263011.0
Washington,2016,Vacant,257726.0
Washington,2017,Vacant,262886.0
Washington,2018,Vacant,252509.0
Washington,2019,Vacant,262621.0
West Virginia,2005,Vacant,131501.0
West Virginia,2006,Vacant,134523.0
West Virginia,2007,Vacant,148782.0
West Virginia,2008,Vacant,136833.0
West Virginia,2009,Vacant,145249.0
West Virginia,2010,Vacant,140273.0
West Virginia,2011,Vacant,146413.0
West Virginia,2012,Vacant,141256.0
West Virginia,2013,Vacant,140771.0
West Virginia,2014,Vacant,149199.0
West Virginia,2015,Vacant,151003.0
West Virginia,2016,Vacant,164585.0
West Virginia,2017,Vacant,176932.0
West Virginia,2018,Vacant,159039.0
West Virginia,2019,Vacant,166808.0
Wisconsin,2005,Vacant,278929.0
Wisconsin,2006,Vacant,302898.0
Wisconsin,2007,Vacant,316681.0
Wisconsin,2008,Vacant,319122.0
Wisconsin,2009,Vacant,312068.0
Wisconsin,2010,Vacant,345945.0
Wisconsin,2011,Vacant,359454.0
Wisconsin,2012,Vacant,344263.0
Wisconsin,2013,Vacant,343996.0
Wisconsin,2014,Vacant,340657.0
Wisconsin,2015,Vacant,337131.0
Wisconsin,2016,Vacant,341445.0
Wisconsin,2017,Vacant,345010.0
Wisconsin,2018,Vacant,338758.0
Wisconsin,2019,Vacant,338530.0
Wyoming,2005,Vacant,30786.0
Wyoming,2006,Vacant,31786.0
Wyoming,2007,Vacant,36208.0
Wyoming,2008,Vacant,37805.0
Wyoming,2009,Vacant,35833.0
